level_0,index,Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber,COLIsEstimated,IncomeRanking,COLRanking,CrimeRanking,PopulationRanking,CityPreference,NameOfPerson,CityChosen,StateOfCityChosen
718,966,Stanley,WI,1468.0,491.0756841239154,940.0,18.239795918367346,1743.1649376923574,45688,93.03657557695595,95.5,196,3575,6.0,T,1483.0,1323.0,592.5,2184.0,1,Michael Beard,Bismarck,ND
672,1756,Greenville,SC,936.0,545.6736842105263,2303.0,8.345778134617959,2485.9414715555954,51839,95.0,94.8,7473,62368,98.0,F,962.0,1755.5,2512.5,278.0,2,Michael Daniels,Stamford,CT
840,2425,Richlands,VA,2455.0,350.5823249824608,1879.0,10.776717557251908,3091.547508934644,32662,93.16499341954572,98.1,524,5647,9.0,T,2440.0,1367.0,1322.5,1685.0,2,Lisa Mason,Stamford,CT
46,192,Canyon,TX,639.0,585.8409194739893,119.0,55.43181818181818,649.9861536986768,55273,94.3481381423956,92.6,264,14634,23.0,T,736.0,1642.0,799.5,847.0,2,Rachel Whitehead,Stamford,CT
96,79,Blanchard,OK,98.0,762.777371593909,403.0,29.29875518672199,414.7444996621414,72729,95.3476108605904,88.2,241,7061,11.0,T,222.0,1807.0,729.5,1459.0,1,Ryan Carter,Bismarck,ND
758,2072,Masontown,PA,2487.0,343.73673588299977,1105.0,16.753768844221106,2721.432343454454,32279,93.90616896701738,100.5,199,3334,5.0,T,2462.0,1540.0,602.0,2266.0,1,Oscar Chavez,Bismarck,ND
590,1234,Rensselaer,IN,1244.0,513.5066154426406,1592.0,12.642857142857142,2020.3960007879643,47227,91.96960385659398,91.1,504,6372,10.0,T,1344.0,959.0,1292.5,1564.0,2,Jason Black,Stamford,CT
19,2446,Deming,NM,2647.0,294.09721650178096,1695.0,11.986983154670751,3143.1885085053364,26903,91.47655431766756,90.6,1306,15655,24.0,T,2651.0,730.0,1923.0,793.0,2,Christopher Johnson,Stamford,CT
198,1941,Knoxville,TN,466.0,615.2947598253276,2583.0,6.578762630739231,2624.699030365196,56361,91.6,90.0,28205,185554,290.0,F,684.0,803.0,2655.0,94.0,2,Tracy Carpenter,Stamford,CT
61,1573,Reedley,CA,2122.5,413.3866353871175,958.0,18.059712773998488,2328.68423149211,44780,108.32474048916843,146.9,1323,23893,37.0,T,1575.5,2475.5,1932.0,583.0,2,Dr. Amber Gomez,Stamford,CT
524,1630,Dothan,AL,1193.0,519.6639629200464,2043.0,9.74541866365943,2365.81867437046,44847,86.3,88.6,7094,69134,108.0,F,1571.0,57.5,2501.0,252.0,2,Peter Ellis,Stamford,CT
579,761,Staunton,IL,1330.0,506.0090682072204,708.0,21.65948275862069,1506.7063416605108,46373,91.64460266354232,90.5,232,5025,8.0,T,1422.0,816.0,705.0,1825.0,2,Katie Willis,Stamford,CT
429,2362,San Diego,TX,2693.0,259.9112745849512,1336.0,14.819727891156464,3006.184458745005,24054,92.54696641541044,92.6,294,4357,7.0,T,2692.0,1173.0,897.0,1987.5,2,Craig Gilmore,Stamford,CT
332,1292,Malden,MO,2064.0,421.8485521070123,165.0,45.7578947368421,2070.5847000304043,38411,91.05400459038698,91.2,95,4347,7.0,T,2120.0,516.0,227.0,1992.0,1,Holly Campbell,Bismarck,ND
530,1836,Washington,IN,1599.0,477.6675735575484,1979.0,10.091379310344829,2544.2566694419806,43679,91.44225486082246,91.1,1160,11706,18.0,T,1667.0,711.0,1863.0,992.0,2,Pamela Wheeler,Stamford,CT
852,382,Sleepy Eye,MN,1003.0,539.2525029482875,5.0,3363.0,1003.0124625347383,51447,95.4042859675583,99.6,1,3363,5.0,T,997.5,1817.0,5.0,2256.0,1,Jennifer Henderson,Bismarck,ND
668,464,Wilmore,KY,1093.0,530.6234998616056,279.0,35.251461988304094,1128.0469848370678,49479,93.24690672935678,93.9,171,6028,9.0,T,1156.0,1397.0,521.0,1617.0,2,Robert Jones,Stamford,CT
854,1258,Hillsboro,TX,1629.0,473.4083553268224,1222.0,15.733333333333333,2036.4000098212528,43492,91.86994591587816,92.6,570,8968,14.0,T,1682.0,916.0,1384.5,1216.0,1,Joseph Porter,Bismarck,ND
214,31,Ridgefield,WA,81.0,775.1843594005062,257.0,37.0234375,269.462427807663,91301,117.77972412989372,112.8,128,4739,7.0,T,49.0,2606.0,342.0,1883.0,1,Joann Mitchell,Bismarck,ND
962,2675,Oneida,TN,2621.0,304.15636852169314,2492.0,7.247148288973384,3616.587479931876,27734,91.18336115990924,90.0,526,3812,6.0,T,2626.0,588.0,1326.5,2118.0,1,Melissa Patton,Bismarck,ND
847,329,Lindsborg,KS,730.0,572.0122976566058,517.0,25.69047619047619,894.5328389723878,52552,91.87215067804078,86.9,126,3237,5.0,T,903.0,918.0,335.0,2307.5,2,Douglas Young,Stamford,CT
677,2048,Summersville,WV,2222.0,396.3254188021028,1530.0,13.192913385826772,2697.810964467303,35938,90.67800926981404,90.1,254,3351,5.0,T,2265.0,357.0,765.5,2259.0,2,Walter Mooney,Stamford,CT
570,2644,McComb,MS,2557.0,324.86251222409567,2450.0,7.546306504961411,3541.2919958681746,29092,89.55173005598087,85.1,1814,13689,21.0,T,2585.0,186.0,2081.0,888.0,1,Mrs. Jessica Price,Bismarck,ND
433,744,Claremore,OK,733.0,571.4286984701927,1297.0,15.034745762711864,1489.797972880887,52751,92.31422947643858,88.2,1180,17741,28.0,T,887.0,1102.0,1874.0,717.0,1,Adrian Bauer,Bismarck,ND
426,515,San Diego,CA,712.0,575.1321585903084,963.0,18.01864376551932,1197.6280724832732,78333,136.2,146.9,72893,1313433,2054.0,F,144.0,2691.0,2701.0,8.0,1,Carly Ewing,Bismarck,ND
315,1946,Bridgeville,DE,1464.0,491.3706365339696,2181.0,8.979166666666666,2626.795957054906,47500,96.66837305349688,106.6,192,1724,3.0,T,1314.5,1980.0,581.0,2691.0,2,Dustin Russell,Stamford,CT
55,364,Norris,TN,959.0,543.8500943365351,160.0,46.5625,972.2556248230196,50156,92.22394281495409,90.0,32,1490,2.0,T,1100.5,1063.0,42.0,2708.0,1,David Rivera,Bismarck,ND
581,142,Adel,IA,146.0,734.873838561476,543.0,25.2090395480226,562.285514663147,70462,95.88312483395814,90.3,177,4462,7.0,T,267.0,1890.0,541.0,1952.0,2,Angela Johnson,Stamford,CT
804,831,Laramie,WY,1395.0,498.4221781525703,748.0,20.91561181434599,1582.886287766749,46121,92.5340043473789,93.6,1422,29742,47.0,T,1447.0,1170.0,1974.0,485.0,1,Paula Anderson,Bismarck,ND
258,1896,Muskogee,OK,1583.0,479.2988929889299,2042.0,9.751745725981218,2583.728507409399,38967,81.3,88.2,4153,40499,63.0,F,2070.0,3.0,2361.0,391.0,1,James Cox,Bismarck,ND
851,935,Jaffrey,NH,1667.0,469.88747422896273,336.0,32.201149425287355,1700.524918958849,46162,98.2405416865966,112.6,174,5603,9.0,T,1439.0,2112.0,529.0,1696.0,2,Shannon Moon,Stamford,CT
846,585,West,TX,1237.0,514.3069429684235,356.0,31.511627906976745,1287.2082193646838,47563,92.47979373072586,92.6,86,2710,4.0,T,1311.0,1152.0,198.0,2493.0,2,Justin Buchanan,Stamford,CT
251,2506,Pine Bluff,AR,1861.0,447.5577156743621,2655.0,5.609676695105523,3242.2748187036827,36834,82.3,92.1,8908,49971,78.0,F,2214.0,6.0,2552.0,344.0,2,Anna Knox,Stamford,CT
836,1237,Mauston,WI,1407.0,496.9720346504279,1454.0,13.924342105263158,2023.3054638388144,46283,93.12998875793012,95.5,304,4233,7.0,T,1429.0,1361.0,924.5,2021.0,2,Larry Conway,Stamford,CT
797,2667,Greenville,MS,2648.0,293.7746674691438,2439.0,7.602270246671033,3600.0868045090247,26410,89.89883378141832,85.1,4581,34826,54.0,T,2667.0,223.0,2386.0,440.0,1,Victor Webb,Bismarck,ND
872,2690,Denmark,SC,2692.0,260.4891756145006,2491.0,7.25,3667.689327083198,24269,93.16701910069318,94.8,400,2900,5.0,T,2690.0,1368.0,1113.0,2434.5,1,Christine Davis,Bismarck,ND
811,1926,Globe,AZ,1802.0,453.85810788487873,1887.0,10.703703703703704,2609.209267191882,43666,96.21068620652667,107.0,648,6936,11.0,T,1668.0,1933.0,1470.0,1469.0,1,Wesley Gallegos,Bismarck,ND
938,1700,Grand Rapids,MN,1857.0,448.165021046301,1576.0,12.79702300405954,2435.6159385256124,42045,93.81588929417192,99.6,739,9457,15.0,T,1823.0,1512.0,1567.0,1166.0,2,Albert Johnson,Stamford,CT
540,1913,Ridgway,PA,1622.0,474.1425853920106,2033.0,9.811735941320292,2600.7639262339826,44760,94.40198239732764,100.5,409,4013,6.0,T,1579.0,1653.0,1131.5,2076.0,1,April Barker,Bismarck,ND
641,712,Avalon,CA,751.0,568.7798776869205,1238.0,15.590909090909092,1447.9796269285007,74630,131.2106896318146,146.9,198,3087,5.0,T,191.0,2667.0,598.5,2368.0,2,Brianna Dickson,Stamford,CT
79,2135,Huntsville,TX,2386.0,364.3201754385965,1394.0,14.356714178544635,2763.373300877028,33226,91.2,92.6,2666,38275,60.0,F,2412.0,593.5,2219.0,406.0,1,Angelica Blair,Bismarck,ND
744,752,Nantucket,MA,79.0,776.7858280832997,1494.0,13.51482799525504,1496.087230077177,108167,139.24945086459604,132.5,843,11393,18.0,T,18.0,2699.0,1668.0,1013.0,2,Gail Jones,Stamford,CT
834,508,Duluth,MN,892.0,550.8690987124463,790.0,20.198753296571567,1191.538501266325,51341,93.2,99.6,4171,84249,132.0,F,1007.0,1380.5,2363.0,209.0,1,Tanya Payne,Bismarck,ND
943,1187,Jerome,ID,1784.0,455.7080644354783,816.0,19.78411405295316,1961.762472879936,42428,93.10346537878132,97.1,491,9714,15.0,T,1789.5,1352.0,1268.0,1151.0,1,Paul Wilson,Bismarck,ND
925,1339,Mount Angel,OR,1921.0,439.9602523600256,886.0,18.849162011173185,2115.475596644877,45119,102.55244594931838,127.5,179,3374,5.0,T,1545.0,2299.0,549.5,2252.0,1,Charles Alexander,Bismarck,ND
685,2090,Barstow,CA,2225.0,395.86210381677824,1588.0,12.68823831535696,2733.5634252747823,42785,108.08056539759792,146.9,1947,24704,39.0,T,1747.0,2458.0,2114.0,568.0,2,Dana Chen,Stamford,CT
239,1113,Bellows Falls,VT,1886.5,443.8881318615364,68.0,76.44736842105263,1887.7251521341768,43750,98.5608689660734,114.8,38,2905,5.0,T,1662.5,2121.5,54.0,2431.5,1,James Alvarado,Bismarck,ND
702,706,Watertown,WI,1041.0,535.9217301750773,1001.0,17.6368501529052,1444.189045796983,52038,97.1,95.5,1308,23069,36.0,F,948.0,2022.5,1925.0,596.0,2,Stephanie Davis,Stamford,CT
876,975,Cushing,OK,1616.0,475.0446081957541,689.0,22.008948545861298,1756.75183221763,42988,90.49255429562882,88.2,447,9838,15.0,T,1734.0,301.0,1200.5,1142.0,1,Kevin Houston,Ann Arbor,MI
844,1188,Peru,IN,1892.0,443.6064721221965,521.0,25.596638655462183,1962.4232469067424,40427,91.1325747944992,91.1,476,12184,19.0,T,1960.0,564.0,1248.0,971.0,2,Maria Pearson,Stamford,CT
680,1298,Moorefield,WV,1824.0,451.8160114941778,997.0,17.661971830985916,2078.697909750236,41061,90.87991340592212,90.1,142,2508,4.0,T,1908.0,437.0,418.0,2566.5,1,Joshua Garcia,Ann Arbor,MI
970,357,Hailey,ID,885.0,551.8314286837115,387.0,30.08029197080292,965.916145428784,52359,94.8822362743862,97.1,274,8242,13.0,T,919.0,1740.0,837.5,1310.0,2,Andrew Marquez,Stamford,CT
381,549,Jamestown,ND,942.0,545.1622032115588,800.0,20.058201058201057,1235.8656884953157,51758,94.94055107836316,97.8,756,15164,24.0,T,969.0,1745.0,1583.5,818.0,1,Christina Castillo,Ann Arbor,MI
457,1757,Mahanoy City,PA,2138.0,411.351023562336,1275.0,15.241258741258742,2489.310948837048,38606,93.85171736214158,100.5,286,4359,7.0,T,2096.0,1525.0,880.0,1986.0,1,Terry Richards,Ann Arbor,MI
291,932,Monmouth,OR,1655.5,471.18218640036736,381.0,30.40432098765432,1698.7763978817225,48601,103.14693849377262,127.5,324,9851,15.0,T,1225.5,2316.5,971.0,1139.0,2,Amy Walters,Stamford,CT
257,749,Springdale,AR,572.5,595.5027434557692,1380.0,14.455137334689724,1494.040243768554,56282,94.51173922959488,92.1,4915,71047,111.0,T,687.0,1680.5,2412.5,246.0,2,Amanda Moore,Stamford,CT
16,1428,Willard,OH,1765.0,458.88315344251737,1309.0,14.961187214611872,2197.431682669566,42132,91.81422260531454,92.9,438,6553,10.0,T,1817.0,883.0,1188.0,1528.5,2,Anna White,Stamford,CT
777,1657,Lapeer,MI,1707.0,465.2559595380294,1675.0,12.15625,2391.542180267787,42526,91.40345035499536,91.4,736,8947,14.0,T,1778.0,688.0,1564.5,1219.0,1,Christy Williams,Ann Arbor,MI
134,995,Creston,IA,1491.0,488.2996469747375,962.0,18.030732860520093,1774.4083520993695,44591,91.318927376384,90.3,423,7627,12.0,T,1587.0,646.0,1159.5,1377.0,2,Samantha Smith,Stamford,CT
769,1102,Hillsboro,MO,564.0,596.9338423582608,1791.0,11.31140350877193,1877.705248434908,56250,94.23154796815916,91.2,228,2579,4.0,T,689.5,1612.0,691.5,2545.0,1,Crystal Paul,Ann Arbor,MI
238,1604,Devils Lake,ND,1343.0,503.7447766795087,1929.0,10.401503759398496,2350.465911261,47353,94.00196725042534,97.8,665,6917,11.0,T,1335.0,1557.0,1491.5,1472.5,2,Melissa Gardner,Stamford,CT
234,1529,Jonesboro,AR,1261.0,512.1361502347418,1913.0,10.5267926886424,2291.2201989333107,43634,85.2,92.1,6401,67382,105.0,F,1672.0,29.0,2477.0,258.0,1,Amy Gonzales,Ann Arbor,MI
843,136,Simi Valley,CA,222.0,692.5096314082881,507.0,26.00491243058522,553.4735766050625,98285,141.92582390533337,146.9,4682,121755,190.0,T,30.0,2705.0,2391.0,137.0,1,Madison Wyatt,Ann Arbor,MI
987,713,Frederick,MD,107.0,754.7660365107185,1445.0,13.98294930875576,1448.956176010855,93715,124.16430452176176,121.4,4340,60686,95.0,T,39.0,2632.0,2375.0,287.0,1,Ronald Gonzalez,Ann Arbor,MI
493,1438,Kenai,AK,1586.0,479.2395498280309,1539.0,13.097087378640778,2209.958596897236,49235,102.73567784142055,125.7,618,8094,13.0,T,1172.5,2305.0,1435.5,1319.0,2,Jason Alvarez,Stamford,CT
221,2472,Pageland,SC,1676.0,469.1839249795256,2700.0,4.68785046728972,3177.888607235943,43409,92.5202200861726,94.8,535,2508,4.0,T,1690.5,1165.0,1334.5,2566.5,1,Chelsea Williams,Ann Arbor,MI
683,1053,Bennington,VT,1462.0,491.5776609588458,1100.0,16.78086763070078,1829.602142543564,48857,99.3881615871276,114.8,899,15086,24.0,T,1200.0,2159.0,1708.0,822.0,2,Breanna Williams,Stamford,CT
717,1632,Austin,TX,159.0,727.2232645403377,2363.0,8.014876099603438,2368.3433028173936,77522,106.6,92.6,99354,796310,1245.0,F,157.0,2396.5,2712.0,16.0,2,Christy Stewart,Stamford,CT
949,1854,La Porte,IN,1406.0,497.1351495692665,2133.0,9.257068290561111,2554.7064410612816,45588,91.70142171499818,91.1,2299,21282,33.0,T,1496.5,850.0,2163.0,633.0,2,Mark Stanton,Stamford,CT
136,552,Howell,MI,52.5,802.3786343136268,1237.0,15.592233009708735,1238.113585257831,80234,99.9951850271213,91.4,618,9636,15.0,T,124.5,2193.5,1435.5,1157.0,2,Sarah Faulkner,Stamford,CT
207,322,Buffalo,MN,160.0,727.0786438361847,871.0,19.078205128205127,885.573825268114,74812,102.8939587680361,99.6,780,14881,23.0,T,189.0,2308.0,1606.5,830.0,1,Dale Dean,Ann Arbor,MI
25,95,Orwigsburg,PA,393.0,628.5973962945432,237.0,38.07692307692308,458.9313674178308,62406,99.27817131898888,100.5,78,2970,5.0,T,443.0,2153.0,172.0,2406.0,2,Juan Adkins,Stamford,CT
241,1297,San Angelo,TX,753.0,568.7431091510474,1937.0,10.356388951268809,2078.215099550573,51585,90.7,92.6,8906,92234,144.0,F,983.5,370.5,2551.0,191.0,1,William Nguyen,Ann Arbor,MI
710,349,Weirton,WV,923.0,546.6222760290557,179.0,43.326388888888886,940.1967879119776,45151,82.6,90.1,432,18717,29.0,F,1543.5,8.0,1179.0,691.0,1,Robert Rivas,Ann Arbor,MI
881,2203,Mountain City,TN,2601.0,311.3907723281397,1090.0,16.857142857142858,2820.159747248372,28369,91.10417687684432,90.0,140,2360,4.0,T,2609.0,546.0,409.0,2599.0,1,Christopher Martinez,Ann Arbor,MI
276,2605,Pocomoke City,MD,2289.0,382.806158768386,2575.0,6.655231560891938,3445.3078236929714,38323,100.11071954353548,121.4,583,3880,6.0,T,2125.0,2202.0,1400.5,2104.5,1,David Gutierrez,Ann Arbor,MI
983,401,Blair,NE,947.0,544.6960741103433,416.0,28.69485294117647,1034.3427865074518,50917,93.47781711693658,93.6,272,7805,12.0,T,1037.0,1442.0,827.0,1355.0,2,Jeff Rich,Stamford,CT
600,1880,Madisonville,TN,988.0,540.7739323026999,2380.0,7.908637873754153,2576.9252996546097,49834,92.15311061278238,90.0,602,4761,7.0,T,1129.0,1038.0,1418.0,1877.0,1,Ryan Kim,Ann Arbor,MI
434,1948,Mount Vernon,MO,1689.0,467.2593779455319,2015.0,9.903225806451612,2629.2481815150127,42689,91.36039213957996,91.2,465,4605,7.0,T,1757.0,671.0,1233.0,1915.0,1,Cynthia Alvarado,Ann Arbor,MI
503,2010,Ironton,MO,2478.0,345.7020067086124,1013.0,17.527027027027028,2677.0605148184454,31516,91.1652214578101,91.2,74,1297,2.0,T,2500.0,579.0,158.0,2716.0,1,Tyler Davis,Ann Arbor,MI
841,2188,Corbin,KY,2172.0,405.1851192488998,1786.0,11.324728260869565,2812.0064011306945,37208,91.8296310313006,93.9,736,8335,13.0,T,2192.5,898.0,1564.5,1295.0,1,Barry Thomas,Ann Arbor,MI
162,740,Floresville,TX,710.0,575.6251063962359,1298.0,15.034615384615384,1479.494508269632,54113,94.00736590309684,92.6,520,7818,12.0,T,807.0,1558.0,1314.0,1352.0,2,Tyrone Miller DDS,Stamford,CT
117,1032,Elizabethtown,KY,735.0,571.044267877412,1659.0,12.257936507936508,1814.526384487148,50309,88.1,93.9,2016,24712,39.0,F,1082.5,112.5,2123.5,567.0,2,Terri Brown,Stamford,CT
506,2261,Monticello,KY,2642.0,295.0024363744655,1167.0,16.189473684210526,2888.2612416469533,27263,92.41618589682876,93.9,380,6152,10.0,T,2638.0,1130.0,1083.0,1601.0,2,Todd Hodge,Stamford,CT
89,1208,Lewisburg,TN,1668.0,469.8701875315791,1077.0,17.01223241590214,1985.4855829242376,42762,91.0081148681646,90.0,654,11126,17.0,T,1750.0,486.0,1479.0,1030.5,2,April Robinson,Stamford,CT
190,1498,Jacksboro,TX,2217.0,397.2051689459267,437.0,27.98051948051948,2259.6588238050454,36316,91.42882026528676,92.6,154,4309,7.0,T,2244.0,697.0,452.5,2002.0,1,Courtney Barrett,Ann Arbor,MI
746,2356,Sinton,TX,2531.0,330.9045686895432,1613.0,12.5,3001.2880568182723,30337,91.67900014237148,92.6,420,5250,8.0,T,2552.0,837.0,1150.5,1773.0,2,Gary Boyd,Stamford,CT
673,450,Blacksburg,VA,1042.0,535.8412698412699,394.0,29.79725085910653,1114.0017953306897,50637,94.5,98.1,1455,43355,68.0,F,1055.0,1677.5,1984.5,371.0,1,James Roberts,Ann Arbor,MI
345,813,Morris,MN,1410.0,496.5114851529845,685.0,22.06086956521739,1567.585723333815,46902,94.46307165593284,99.6,230,5074,8.0,T,1371.0,1667.0,698.0,1814.0,1,Crystal Hall,Ann Arbor,MI
337,1661,Batavia,NY,1847.0,449.64293620292295,1527.0,13.242208370436332,2396.4845086083906,48561,107.99902787327346,143.7,1123,14871,23.0,T,1230.0,2453.0,1834.0,831.0,1,Lauren Cole,Ann Arbor,MI
157,498,Granite Shoals,TX,914.0,547.7957920921335,749.0,20.892086330935253,1181.6924303726414,51061,93.2117419248304,92.6,139,2904,5.0,T,1028.0,1385.0,403.5,2433.0,2,Joseph Lopez III,Stamford,CT
566,455,Sultan,WA,261.0,677.8181213028156,1086.0,16.903474903474905,1116.923005403685,75205,110.95159252374448,112.8,259,4378,7.0,T,181.0,2539.0,783.5,1975.0,1,Melissa Reyes,Ann Arbor,MI
67,1536,Killeen,TX,704.0,576.6139954853273,2187.0,8.948379088785046,2297.517138129768,51088,88.6,92.6,13696,122557,192.0,F,1026.0,136.0,2604.0,135.0,1,Nancy Payne,Ann Arbor,MI
629,636,Cozad,NE,1339.0,504.7654767494635,177.0,43.98989898989899,1350.647992631685,46761,92.63906141348384,93.6,99,4355,7.0,T,1384.0,1201.0,243.5,1989.0,2,Frank Williams,Stamford,CT
593,699,Chariton,IA,1148.0,525.1568892065121,863.0,19.23348017621145,1436.2008912404976,48274,91.9230062333178,90.3,227,4366,7.0,T,1253.0,938.0,687.5,1982.0,2,Lisa Ayala,Stamford,CT
653,1229,Conroe,TX,34.0,822.8577734144525,2014.0,9.90483186418544,2014.2869706176427,84244,102.37978265724962,92.6,6126,60677,95.0,T,89.0,2292.0,2465.0,288.0,1,Jenna Chavez,Ann Arbor,MI
335,1196,Philadelphia,PA,241.0,685.5899419729207,1959.0,10.2090981748621,1973.768476797621,70890,103.4,100.5,152646,1558378,2437.0,F,258.0,2327.0,2718.0,5.0,2,Christopher Long,Stamford,CT
427,1897,Skiatook,OK,1478.0,489.46552326254624,2121.0,9.304575163398694,2585.1740753767435,44375,90.66011371795338,88.2,765,7118,11.0,T,1606.5,344.0,1590.0,1451.0,2,George Rodriguez,Stamford,CT
895,2334,Rogersville,TN,1333.0,505.6044907477333,2669.0,5.3580246913580245,2983.3621972532937,46250,91.47466220405072,90.0,810,4340,7.0,T,1433.0,727.0,1633.0,1998.0,1,Christopher Parrish,Ann Arbor,MI
549,2709,Winnsboro,SC,2599.0,311.96453983823926,2683.0,5.084388185654008,3735.410285363577,28853,92.48807577605116,94.8,711,3615,6.0,T,2596.0,1154.0,1538.0,2170.0,1,Brittany Phillips,Ann Arbor,MI
617,2032,Athens,GA,1904.0,442.5894736842105,1897.0,10.62727187117431,2687.7174330647185,42046,95.0,89.8,10619,112851,176.0,F,1822.0,1755.5,2573.0,148.0,2,Crystal Williams DDS,Stamford,CT
827,2694,Taylorsville,NC,2611.0,307.2696996935013,2591.0,6.459074733096085,3678.3966615904815,28576,92.99973290078486,96.4,281,1815,3.0,T,2605.0,1313.0,860.5,2680.0,2,Seth Collins,Stamford,CT
885,2274,Campbellsville,KY,2499.5,339.69432426193305,1475.0,13.662650602409638,2902.262091886258,31250,91.99447199448528,93.9,830,11340,18.0,T,2508.5,969.5,1657.0,1016.0,1,Craig Velez,Ann Arbor,MI
678,334,Canby,OR,498.0,609.064108138958,757.0,20.802872062663184,906.1197492605488,72361,118.80686947898567,127.5,766,15935,25.0,T,229.0,2608.0,1591.0,781.0,2,Ryan Crosby,Stamford,CT
76,925,Ketchum,ID,965.0,543.222602539983,1390.0,14.41101694915254,1692.1362238306938,51414,94.64628268337889,97.1,236,3401,5.0,T,1000.0,1707.0,721.5,2244.0,2,Mrs. April Patterson,Stamford,CT
409,1979,Orlando,FL,603.0,590.4930966469427,2580.0,6.614041850220264,2649.529958313361,59876,101.4,101.5,36320,240222,376.0,F,528.0,2248.5,2676.0,72.0,1,James Mitchell MD,Ann Arbor,MI
319,1760,Cedartown,GA,1988.0,432.0294175557451,1501.0,13.414634146341465,2491.012846213363,39171,90.66743700374462,89.8,738,9900,15.0,T,2056.0,350.0,1566.0,1134.5,2,Monica Reed,Stamford,CT
220,532,Ishpeming,MI,1064.0,533.5826536075585,597.0,23.888059701492537,1220.043032027969,49339,92.46739875522272,91.4,268,6402,10.0,T,1165.0,1146.0,812.0,1559.0,1,Christy Gonzalez,Ann Arbor,MI
88,1230,Billings,MT,460.0,615.705329153605,1964.0,10.17699698568199,2017.150465384276,58923,95.7,100.8,10616,108039,169.0,F,561.0,1861.5,2572.0,159.0,1,Jean Johnson,Ann Arbor,MI
177,93,Centreville,MD,147.0,734.2991843605259,420.0,28.53030303030303,444.9820221087589,89699,122.1559303216652,121.4,132,3766,6.0,T,58.0,2628.0,369.0,2134.0,2,Hannah Spears,Stamford,CT
642,2406,Othello,WA,1660.0,470.8512132957883,2569.0,6.726284584980237,3058.653461901168,46295,98.32192992761289,112.8,1012,6807,11.0,T,1428.0,2115.0,1776.0,1488.0,2,Jennifer Ellis,Stamford,CT
585,2544,Buffalo,MO,2695.0,255.23280165594048,1943.0,10.317460317460318,3322.389802536722,23539,92.22560676872206,91.2,315,3250,5.0,T,2696.0,1065.0,947.5,2298.0,2,Laura Kelly,Stamford,CT
929,1255,Alma,MI,2033.5,425.4747246354724,29.0,119.82894736842104,2033.7067758160224,38773,91.1287974467084,91.4,76,9107,14.0,T,2083.5,559.5,164.0,1204.5,2,Dr. Rebecca Nguyen,Stamford,CT
59,806,Auburn,IN,1202.0,518.5230795066492,1000.0,17.638666666666666,1563.5869019661172,47736,92.0614759239234,91.1,750,13229,21.0,T,1295.0,987.0,1578.0,912.5,2,Mitchell Smith,Stamford,CT
474,1839,Ladysmith,WI,1971.0,433.72320338719067,1610.0,12.53515625,2544.9834969995386,40089,92.42991771462133,95.5,256,3209,5.0,T,1986.0,1135.0,775.5,2320.0,1,Juan Oliver,Ann Arbor,MI
13,2321,Salisbury,MD,1309.0,507.9941860465116,2667.0,5.391869315017635,2970.9207327022377,52425,103.2,121.4,5387,29046,45.0,F,912.0,2321.0,2437.0,491.0,1,Jose Romero II,Ann Arbor,MI
767,2400,Sedalia,MO,1760.0,459.2884418978061,2493.0,7.240302094061105,3051.6633169470056,41926,91.2846833827548,91.2,2913,21091,33.0,T,1834.0,622.0,2252.0,639.0,1,Paul Lee,Ann Arbor,MI
623,753,Kewaunee,WI,1486.0,488.8950887732585,174.0,44.193548387096776,1496.152398654629,45469,93.0035932946092,95.5,62,2740,4.0,T,1511.0,1315.0,114.5,2483.0,1,William Pace,Ann Arbor,MI
568,2026,Clintonville,WI,1591.0,478.57655182993,2163.0,9.08686440677966,2685.116384814632,44440,92.8587074107059,95.5,472,4289,7.0,T,1601.5,1269.0,1243.5,2005.0,1,Matthew Elliott,Ann Arbor,MI
859,2270,Sumter,SC,1212.0,516.7196367763905,2630.0,5.952662721893491,2895.832177457803,45523,88.1,94.8,6422,38228,60.0,F,1507.5,112.5,2478.0,407.0,2,Cynthia Marshall,Stamford,CT
955,439,Clyde,TX,828.0,558.1464826358995,720.0,21.443181818181817,1097.2620470972283,52179,93.48621127840804,92.6,176,3774,6.0,T,935.5,1445.0,537.0,2127.0,2,Mrs. Deborah Odonnell DDS,Stamford,CT
510,1937,Livingston,TN,2489.0,343.0989726188965,820.0,19.73333333333333,2620.5955430016284,31164,90.83093359948934,90.0,180,3552,6.0,T,2517.0,413.0,553.0,2194.0,2,Mrs. Ashley Washington DVM,Stamford,CT
719,667,Florence,CO,1377.0,500.9083346089224,210.0,40.14772727272727,1392.9210315017865,48385,96.59451970943137,105.8,88,3533,6.0,T,1243.0,1964.0,207.0,2200.5,1,Cynthia Larson,Ann Arbor,MI
500,2447,Wolf Point,MT,2226.0,395.8195015389478,2220.0,8.744027303754267,3143.7996119345776,37167,93.89886010036028,100.8,293,2562,4.0,T,2195.0,1536.0,891.5,2553.0,2,Robert Salazar,Stamford,CT
27,1642,East Tawas,MI,1605.0,476.5593720730888,1756.0,11.502164502164502,2378.983186153277,43617,91.52479744603694,91.4,231,2657,4.0,T,1674.0,756.0,702.0,2510.0,1,Hayley Price,Ann Arbor,MI
